S/N,Throughput,UL Packet Loss,DL Packet Loss
687,1189.32999219,0.00001748,0.00002695
688,1190.68153125,0.00001745,0.00002691
689,1192.31658594,0.00001743,0.00002687
690,1193.69290625,0.00001740,0.00002684
691,1195.55278125,0.00001738,0.00002679
692,1197.25742188,0.00001736,0.00002675
693,1198.69853125,0.00001733,0.00002671
694,1200.55436719,0.00001731,0.00002667
695,1202.31317188,0.00001728,0.00002663
696,1203.68502344,0.00001726,0.00002659
697,1205.36861719,0.00001724,0.00002655
698,1207.11805469,0.00001721,0.00002651
699,1208.64062500,0.00001719,0.00002647
700,1210.25453906,0.00001716,0.00002643
701,1211.96693750,0.00001714,0.00002639
702,1213.30951563,0.00001712,0.00002636
703,1215.08161719,0.00001709,0.00002631
704,1216.47660156,0.00001707,0.00002628
705,1218.42679688,0.00001705,0.00002623
706,1220.19265625,0.00001702,0.00002620
707,1221.47457813,0.00001700,0.00002616
708,1223.14715625,0.00001698,0.00002612
709,1224.86796094,0.00001695,0.00002608
710,1226.29341406,0.00001693,0.00002605
711,1228.16875000,0.00001691,0.00002600
712,1229.91269531,0.00001688,0.00002597
713,1231.33403125,0.00001686,0.00002593
714,1232.95947656,0.00001684,0.00002590
715,1234.43484375,0.00001681,0.00002586
716,1235.98208594,0.00001679,0.00002582
717,1237.66402344,0.00001677,0.00002578
718,1239.01121094,0.00001675,0.00002575
719,1240.70714844,0.00001672,0.00002571
720,1242.21917969,0.00001670,0.00002568
721,1243.57639063,0.00001668,0.00002565
722,1245.22872656,0.00001666,0.00002561
723,1246.98482031,0.00001663,0.00002557
724,1248.28192969,0.00001661,0.00002554
725,1249.83357813,0.00001659,0.00002550
726,1251.52800781,0.00001657,0.00002547
727,1252.78248438,0.00001654,0.00002544
728,1254.39235938,0.00001652,0.00002540
729,1255.65139063,0.00001650,0.00002537
730,1257.31721875,0.00001648,0.00002533
731,1258.88495313,0.00001646,0.00002530
732,1260.00927344,0.00001644,0.00002527
733,1261.47042188,0.00001641,0.00002524
734,1263.16150781,0.00001639,0.00002520
735,1264.43597656,0.00001637,0.00002517
736,1266.01407031,0.00001635,0.00002513
737,1267.60325000,0.00001633,0.00002510
738,1268.85727344,0.00001631,0.00002507
739,1270.39552344,0.00001628,0.00002504
740,1271.97417188,0.00001626,0.00002500
741,1273.60589063,0.00001624,0.00002496
742,1275.26266406,0.00001622,0.00002493
743,1276.49928906,0.00001620,0.00002490
744,1278.24994531,0.00001618,0.00002486
745,1280.77134375,0.00001616,0.00002481
746,1282.99382813,0.00001614,0.00002477
747,1285.65286719,0.00001611,0.00002473
748,1288.29853906,0.00001609,0.00002469
749,1290.60489844,0.00001607,0.00002465
750,1293.23233594,0.00001605,0.00002460
751,1295.18660156,0.00001603,0.00002457
752,1298.17705469,0.00001601,0.00002452
753,1300.62353125,0.00001599,0.00002448
754,1303.18537500,0.00001597,0.00002444
755,1305.55241406,0.00001595,0.00002440
756,1308.06123438,0.00001593,0.00002436
757,1310.28403906,0.00001591,0.00002432
758,1313.15796094,0.00001588,0.00002428
759,1315.61050000,0.00001586,0.00002424
760,1317.70627344,0.00001584,0.00002419
761,1319.41665625,0.00001582,0.00002416
762,1321.36077344,0.00001580,0.00002412
763,1322.88084375,0.00001578,0.00002409
764,1324.80081250,0.00001576,0.00002405
765,1326.80730469,0.00001574,0.00002401
766,1328.42082813,0.00001572,0.00002398
767,1330.21999219,0.00001570,0.00002395
768,1331.69365625,0.00001568,0.00002392
769,1333.57711719,0.00001566,0.00002388
770,1335.54721094,0.00001564,0.00002385
771,1337.08386719,0.00001562,0.00002381
772,1339.11024219,0.00001560,0.00002378
773,1340.95842969,0.00001558,0.00002375
774,1342.53416406,0.00001556,0.00002371
775,1344.21776563,0.00001554,0.00002368
776,1346.05009375,0.00001552,0.00002365
777,1347.48067188,0.00001550,0.00002361
778,1349.23190625,0.00001549,0.00002358
779,1350.86982813,0.00001547,0.00002355
780,1352.65611719,0.00001545,0.00002351
781,1354.34182813,0.00001543,0.00002348
782,1355.87378125,0.00001541,0.00002345
783,1357.84107813,0.00001539,0.00002342
784,1359.55330469,0.00001537,0.00002338
785,1361.01209375,0.00001535,0.00002335
786,1362.75128906,0.00001533,0.00002332
787,1364.62598438,0.00001531,0.00002329
788,1365.90440625,0.00001529,0.00002326
789,1367.66749219,0.00001527,0.00002323
790,1369.18497656,0.00001526,0.00002320
791,1370.51771875,0.00001524,0.00002317
792,1372.10435938,0.00001522,0.00002314
793,1373.23311719,0.00001520,0.00002312
794,1374.84320313,0.00001518,0.00002308
795,1376.44456250,0.00001516,0.00002306
796,1377.74307031,0.00001514,0.00002303
797,1379.38184375,0.00001513,0.00002300
798,1380.80932031,0.00001511,0.00002297
799,1382.10223438,0.00001509,0.00002294
800,1383.62027344,0.00001507,0.00002291
801,1385.56456250,0.00001505,0.00002288
802,1386.94640625,0.00001503,0.00002285
803,1388.64124219,0.00001502,0.00002282
804,1389.92296094,0.00001500,0.00002280
805,1391.70900000,0.00001498,0.00002277
806,1393.36898438,0.00001496,0.00002274
807,1394.73096094,0.00001494,0.00002271
808,1396.52479688,0.00001492,0.00002267
809,1398.31049219,0.00001491,0.00002264
810,1399.66017188,0.00001489,0.00002261
811,1401.28974219,0.00001487,0.00002259
812,1402.70058594,0.00001485,0.00002256
813,1403.94189063,0.00001484,0.00002253
814,1405.30846875,0.00001482,0.00002251
815,1406.77949219,0.00001480,0.00002248
816,1407.84909375,0.00001478,0.00002245
817,1409.30098438,0.00001477,0.00002243
818,1410.31561719,0.00001475,0.00002240
819,1411.87539844,0.00001473,0.00002237
820,1413.32771875,0.00001471,0.00002235
821,1414.48269531,0.00001469,0.00002232
822,1415.92103125,0.00001468,0.00002229
823,1417.29649219,0.00001466,0.00002227
824,1418.67899219,0.00001464,0.00002224
825,1420.36074219,0.00001463,0.00002221
826,1421.97680469,0.00001461,0.00002218
827,1423.27884375,0.00001459,0.00002216
828,1424.90992188,0.00001457,0.00002213
829,1426.21290625,0.00001456,0.00002211
830,1427.95845313,0.00001454,0.00002208
831,1429.52275781,0.00001452,0.00002205
832,1430.92626563,0.00001450,0.00002203
833,1432.78007813,0.00001449,0.00002200
834,1434.56023438,0.00001447,0.00002197
835,1435.85408594,0.00001445,0.00002194
836,1437.60714063,0.00001444,0.00002191
837,1439.31967188,0.00001442,0.00002188
838,1440.82345313,0.00001440,0.00002186
839,1442.43912500,0.00001439,0.00002183
840,1444.06886719,0.00001437,0.00002181
841,1445.55980469,0.00001435,0.00002178
842,1447.22371875,0.00001434,0.00002175
843,1448.50340625,0.00001432,0.00002173
844,1450.25113281,0.00001430,0.00002170
845,1451.90875781,0.00001429,0.00002168
846,1453.30007813,0.00001427,0.00002165
847,1455.05261719,0.00001425,0.00002163
848,1456.92196875,0.00001424,0.00002160
849,1458.15889844,0.00001422,0.00002157
850,1460.03270313,0.00001421,0.00002154
851,1461.85683594,0.00001419,0.00002152
852,1463.19382813,0.00001417,0.00002149
853,1465.01249219,0.00001416,0.00002147
854,1466.27175781,0.00001414,0.00002144
855,1468.13047656,0.00001412,0.00002142
856,1470.05033594,0.00001411,0.00002139
857,1471.27367969,0.00001409,0.00002137
858,1473.27126563,0.00001408,0.00002134
859,1475.16792969,0.00001406,0.00002131
860,1476.39389063,0.00001404,0.00002129
861,1478.35378125,0.00001403,0.00002126
862,1480.54616406,0.00001401,0.00002123
863,1481.89967969,0.00001400,0.00002120
864,1483.65378125,0.00001398,0.00002117
865,1485.48035156,0.00001396,0.00002115
866,1486.79939844,0.00001395,0.00002112
867,1488.40187500,0.00001393,0.00002110
868,1489.77672656,0.00001392,0.00002107
869,1491.62076563,0.00001390,0.00002104
870,1493.35106250,0.00001389,0.00002102
871,1494.65400781,0.00001387,0.00002099
872,1496.32382813,0.00001386,0.00002097
873,1498.05909375,0.00001384,0.00002094
874,1499.36371875,0.00001382,0.00002092
875,1501.15586719,0.00001381,0.00002090
876,1502.88539844,0.00001379,0.00002087
877,1504.61480469,0.00001378,0.00002084
878,1506.20528906,0.00001376,0.00002082
879,1507.50050781,0.00001375,0.00002080
880,1509.34796094,0.00001373,0.00002077
881,1511.20408594,0.00001372,0.00002075
882,1512.74605469,0.00001370,0.00002072
883,1514.38364063,0.00001369,0.00002070
884,1516.07419531,0.00001367,0.00002068
885,1517.64467969,0.00001366,0.00002065
886,1519.35034375,0.00001364,0.00002063
887,1521.21514844,0.00001363,0.00002060
888,1522.99071875,0.00001361,0.00002057
889,1524.74795313,0.00001360,0.00002055
890,1526.47125000,0.00001358,0.00002053
891,1527.96670313,0.00001357,0.00002050
892,1529.69410938,0.00001355,0.00002048
893,1531.25248438,0.00001354,0.00002046
894,1532.93510938,0.00001352,0.00002043
895,1534.66605469,0.00001351,0.00002041
896,1536.17425000,0.00001349,0.00002039
897,1537.90542969,0.00001348,0.00002036
898,1539.67696875,0.00001346,0.00002034
899,1541.24783594,0.00001345,0.00002031
900,1542.94520313,0.00001343,0.00002028
901,1544.80547656,0.00001342,0.00002026
902,1546.64375781,0.00001340,0.00002023
903,1548.33869531,0.00001339,0.00002021
904,1549.68950000,0.00001338,0.00002019
905,1551.58244531,0.00001336,0.00002017
906,1553.24685938,0.00001335,0.00002014
907,1554.75130469,0.00001333,0.00002012
908,1556.40860938,0.00001332,0.00002010
909,1558.11653125,0.00001330,0.00002008
910,1559.46316406,0.00001329,0.00002006
911,1561.08236719,0.00001328,0.00002003
912,1562.85292969,0.00001326,0.00002001
913,1564.34587500,0.00001325,0.00001999
914,1566.33741406,0.00001323,0.00001996
915,1568.13728125,0.00001322,0.00001994
916,1569.49713281,0.00001320,0.00001992
917,1571.49447656,0.00001319,0.00001990
918,1572.91672656,0.00001318,0.00001987
919,1574.62081250,0.00001316,0.00001985
920,1576.51956250,0.00001315,0.00001983
921,1577.77806250,0.00001313,0.00001981
922,1579.40753125,0.00001312,0.00001979
923,1581.15155469,0.00001311,0.00001976
924,1582.47015625,0.00001309,0.00001974
925,1584.39128125,0.00001308,0.00001972
926,1586.09741406,0.00001306,0.00001970
927,1587.63364063,0.00001305,0.00001967
928,1589.72601563,0.00001304,0.00001965
929,1591.39596875,0.00001302,0.00001963
930,1593.60378906,0.00001301,0.00001960
931,1595.61391406,0.00001300,0.00001958
932,1597.14425781,0.00001298,0.00001956
933,1599.10127344,0.00001297,0.00001954
934,1600.82876563,0.00001296,0.00001952
935,1602.36442969,0.00001294,0.00001950
936,1604.26804688,0.00001293,0.00001947
937,1605.95389063,0.00001291,0.00001945
938,1607.29688281,0.00001290,0.00001943
939,1608.93371875,0.00001289,0.00001941
940,1610.58889063,0.00001287,0.00001939
941,1612.08305469,0.00001286,0.00001937
942,1613.82304688,0.00001285,0.00001935
943,1615.47188281,0.00001283,0.00001932
944,1617.19931250,0.00001282,0.00001930
945,1618.92013281,0.00001281,0.00001928
946,1620.17443750,0.00001279,0.00001927
947,1621.86620313,0.00001278,0.00001924
948,1623.70877344,0.00001277,0.00001922
949,1625.05633594,0.00001276,0.00001920
950,1626.84108594,0.00001274,0.00001918
951,1628.25938281,0.00001273,0.00001916
952,1630.09017188,0.00001272,0.00001914
953,1631.75571094,0.00001270,0.00001912
954,1633.05254688,0.00001269,0.00001910
955,1634.80912500,0.00001268,0.00001908
956,1636.71928125,0.00001266,0.00001905
957,1637.92103125,0.00001265,0.00001904
958,1639.79991406,0.00001264,0.00001901
959,1641.96669531,0.00001262,0.00001899
960,1643.34603125,0.00001261,0.00001897
961,1645.03803125,0.00001260,0.00001895
962,1646.72156250,0.00001259,0.00001893
963,1648.12567969,0.00001257,0.00001891
964,1649.84856250,0.00001256,0.00001889
965,1651.29806250,0.00001255,0.00001887
966,1653.03404688,0.00001253,0.00001885
967,1654.76237500,0.00001252,0.00001883
968,1656.05757031,0.00001251,0.00001881
969,1657.83480469,0.00001250,0.00001879
970,1659.51492969,0.00001248,0.00001877
971,1660.79431250,0.00001247,0.00001875
972,1662.66636719,0.00001246,0.00001873
973,1664.78364063,0.00001245,0.00001871
974,1666.13182813,0.00001243,0.00001869
975,1668.03567188,0.00001242,0.00001867
976,1669.67572656,0.00001241,0.00001865
977,1670.98991406,0.00001240,0.00001863
978,1672.76321094,0.00001238,0.00001862
979,1674.52117188,0.00001237,0.00001860
980,1676.42633594,0.00001236,0.00001857
981,1678.02547656,0.00001235,0.00001856
982,1679.26357031,0.00001233,0.00001854
983,1680.89939063,0.00001232,0.00001852
984,1682.69064063,0.00001231,0.00001850
985,1684.41236719,0.00001230,0.00001848
986,1686.01835156,0.00001228,0.00001846
987,1687.61633594,0.00001227,0.00001844
988,1688.87098438,0.00001226,0.00001842
989,1690.40035938,0.00001225,0.00001841
990,1691.44409375,0.00001224,0.00001839
991,1693.09260938,0.00001222,0.00001837
992,1694.77071875,0.00001221,0.00001835
993,1696.36045313,0.00001220,0.00001833
994,1698.18552344,0.00001219,0.00001831
995,1699.79374219,0.00001218,0.00001830
996,1701.32194531,0.00001216,0.00001828
997,1702.98432813,0.00001215,0.00001826
998,1704.69244531,0.00001214,0.00001824
999,1706.40987500,0.00001213,0.00001822
1000,1708.50649219,0.00001212,0.00001820
1001,1710.63375000,0.00001210,0.00001818
1002,1712.30487500,0.00001209,0.00001816
1003,1714.33719531,0.00001208,0.00001814
1004,1715.98239063,0.00001207,0.00001812
1005,1718.08146094,0.00001206,0.00001810
1006,1720.04514063,0.00001205,0.00001808
1007,1721.41886719,0.00001203,0.00001806
1008,1722.99862500,0.00001202,0.00001805
1009,1724.60776563,0.00001201,0.00001803
1010,1725.97137500,0.00001200,0.00001801
1011,1727.55565625,0.00001199,0.00001800
1012,1729.07779688,0.00001198,0.00001798
1013,1730.29737500,0.00001196,0.00001797
1014,1731.73447656,0.00001195,0.00001795
1015,1733.13963281,0.00001194,0.00001793
1016,1734.59509375,0.00001193,0.00001792
1017,1736.17496094,0.00001192,0.00001790
1018,1737.34543750,0.00001191,0.00001789
1019,1738.84236719,0.00001190,0.00001787
1020,1740.47282813,0.00001188,0.00001785
1021,1741.72163281,0.00001187,0.00001784
1022,1743.36495313,0.00001186,0.00001782
1023,1744.82635938,0.00001185,0.00001780
1024,1746.72474219,0.00001184,0.00001778
1025,1749.63659375,0.00001183,0.00001776
1026,1751.93089063,0.00001182,0.00001774
1027,1754.02713281,0.00001180,0.00001772
1028,1756.24517969,0.00001179,0.00001770
1029,1758.46545313,0.00001178,0.00001768
1030,1760.33379688,0.00001177,0.00001766
1031,1762.23162500,0.00001176,0.00001764
1032,1763.66469531,0.00001175,0.00001763
1033,1765.48796094,0.00001174,0.00001761
1034,1767.44228906,0.00001173,0.00001759
1035,1769.02027344,0.00001171,0.00001757
1036,1770.55902344,0.00001170,0.00001755
1037,1772.15632813,0.00001169,0.00001754
1038,1773.39229688,0.00001168,0.00001753
1039,1775.10027344,0.00001167,0.00001751
1040,1776.81035156,0.00001166,0.00001749
1041,1778.04264844,0.00001165,0.00001748
1042,1779.75252344,0.00001164,0.00001746
1043,1781.02273438,0.00001163,0.00001745
1044,1782.80245313,0.00001162,0.00001743
1045,1784.64346875,0.00001160,0.00001741
1046,1786.04628906,0.00001159,0.00001739
1047,1787.88722656,0.00001158,0.00001738
1048,1789.67571875,0.00001157,0.00001736
1049,1791.01943750,0.00001156,0.00001735
1050,1792.77478906,0.00001155,0.00001733
1051,1794.00680469,0.00001154,0.00001732
1052,1795.93657031,0.00001153,0.00001730
1053,1797.69527344,0.00001152,0.00001729
1054,1799.13017969,0.00001151,0.00001727
1055,1800.91491406,0.00001150,0.00001725
1056,1802.65585938,0.00001149,0.00001724
1057,1804.09867969,0.00001148,0.00001722
1058,1805.84338281,0.00001147,0.00001721
1059,1807.72743750,0.00001145,0.00001719
1060,1809.17360938,0.00001144,0.00001717
1061,1810.89681250,0.00001143,0.00001716
1062,1812.43029688,0.00001142,0.00001714
1063,1814.02989844,0.00001141,0.00001713
1064,1815.76111719,0.00001140,0.00001711
1065,1817.56817188,0.00001139,0.00001710
1066,1819.04908594,0.00001138,0.00001708
1067,1820.79788281,0.00001137,0.00001706
1068,1822.14057813,0.00001136,0.00001705
1069,1823.84700000,0.00001135,0.00001704
1070,1825.81889844,0.00001134,0.00001702
1071,1827.24192969,0.00001133,0.00001700
1072,1829.08370313,0.00001132,0.00001699
1073,1830.75000781,0.00001131,0.00001697
1074,1832.22139063,0.00001130,0.00001696
1075,1833.88544531,0.00001129,0.00001694
1076,1835.64403125,0.00001128,0.00001692
1077,1837.17720313,0.00001127,0.00001691
1078,1838.90883594,0.00001126,0.00001689
1079,1840.47286719,0.00001125,0.00001688
1080,1841.93535156,0.00001124,0.00001686
1081,1843.56860156,0.00001123,0.00001685
1082,1844.92282813,0.00001122,0.00001684
1083,1846.61296094,0.00001121,0.00001682
1084,1848.24728906,0.00001120,0.00001680
1085,1849.66002344,0.00001119,0.00001679
1086,1851.31900781,0.00001118,0.00001677
1087,1852.97100000,0.00001117,0.00001676
1088,1854.35338281,0.00001116,0.00001674
1089,1856.11363281,0.00001115,0.00001673
1090,1857.73877344,0.00001114,0.00001671
1091,1859.12726563,0.00001113,0.00001670
1092,1860.78399219,0.00001112,0.00001668
1093,1862.21618750,0.00001111,0.00001667
1094,1864.00167188,0.00001110,0.00001665
1095,1865.90699219,0.00001109,0.00001663
1096,1867.36610156,0.00001108,0.00001662
1097,1869.09136719,0.00001107,0.00001660
1098,1870.63270313,0.00001106,0.00001659
1099,1871.85544531,0.00001105,0.00001658
1100,1873.40578125,0.00001104,0.00001656
1101,1874.78596094,0.00001103,0.00001655
1102,1876.45669531,0.00001102,0.00001653
1103,1878.01601563,0.00001101,0.00001652
1104,1879.26761719,0.00001100,0.00001651
1105,1880.79570313,0.00001099,0.00001649
1106,1882.51428906,0.00001098,0.00001648
1107,1883.81173438,0.00001097,0.00001646
1108,1885.52333594,0.00001096,0.00001645
1109,1887.06880469,0.00001095,0.00001643
1110,1888.32637500,0.00001094,0.00001642
1111,1889.91921094,0.00001093,0.00001640
1112,1891.58123438,0.00001092,0.00001639
1113,1892.91434375,0.00001091,0.00001638
1114,1894.54562500,0.00001090,0.00001636
1115,1896.16491406,0.00001089,0.00001635
1116,1897.38914063,0.00001088,0.00001634
1117,1899.07507031,0.00001087,0.00001632
1118,1900.25204688,0.00001086,0.00001631
1119,1901.90046875,0.00001085,0.00001629
1120,1903.55771094,0.00001084,0.00001628
1121,1904.81335156,0.00001083,0.00001627
1122,1906.53438281,0.00001083,0.00001625
1123,1908.10696875,0.00001082,0.00001624
1124,1909.46696875,0.00001081,0.00001622
1125,1911.09886719,0.00001080,0.00001621
1126,1912.75739063,0.00001079,0.00001619
1127,1914.67575000,0.00001078,0.00001618
1128,1916.91465625,0.00001077,0.00001616
1129,1919.55689844,0.00001076,0.00001614
1130,1921.92223438,0.00001075,0.00001612
1131,1924.58318750,0.00001074,0.00001611
1132,1927.05938281,0.00001073,0.00001609
1133,1929.65524219,0.00001072,0.00001607
1134,1932.16334375,0.00001071,0.00001605
1135,1934.39047656,0.00001070,0.00001603
1136,1936.94933594,0.00001069,0.00001601
1137,1939.44230469,0.00001068,0.00001600
1138,1941.88962500,0.00001067,0.00001598
1139,1944.59462500,0.00001067,0.00001596
1140,1947.14362500,0.00001066,0.00001594
1141,1949.51819531,0.00001065,0.00001593
1142,1951.85524219,0.00001064,0.00001591
1143,1953.67639844,0.00001063,0.00001589
1144,1955.42238281,0.00001062,0.00001588
1145,1957.30416406,0.00001061,0.00001586
1146,1958.76788281,0.00001060,0.00001585
1147,1960.58612500,0.00001059,0.00001584
1148,1962.55343750,0.00001058,0.00001582
1149,1964.05738281,0.00001057,0.00001580
1150,1966.06606250,0.00001057,0.00001579
1151,1968.00892969,0.00001056,0.00001577
1152,1969.41720313,0.00001055,0.00001576
1153,1971.31684375,0.00001054,0.00001575
1154,1972.75206250,0.00001053,0.00001573
1155,1974.86868750,0.00001052,0.00001572
1156,1976.57096094,0.00001051,0.00001570
1157,1977.98595313,0.00001050,0.00001569
1158,1979.79133594,0.00001049,0.00001567
1159,1981.48218750,0.00001049,0.00001566
1160,1982.85202344,0.00001048,0.00001565
1161,1984.60395313,0.00001047,0.00001563
1162,1986.49200781,0.00001046,0.00001562
1163,1987.91062500,0.00001045,0.00001560
1164,1989.76993750,0.00001044,0.00001559
1165,1991.49764844,0.00001043,0.00001558
1166,1992.89297656,0.00001042,0.00001556
1167,1994.76435938,0.00001041,0.00001555
1168,1996.29062500,0.00001041,0.00001553
1169,1997.98378125,0.00001040,0.00001552
1170,1999.62012500,0.00001039,0.00001551
1171,2001.16526563,0.00001038,0.00001549
1172,2002.75117188,0.00001037,0.00001548
1173,2004.29017969,0.00001036,0.00001547
1174,2005.64704688,0.00001035,0.00001546
1175,2007.19370313,0.00001034,0.00001544
1176,2008.78173438,0.00001034,0.00001543
1177,2010.01843750,0.00001033,0.00001542
1178,2011.45507031,0.00001032,0.00001541
1179,2012.72638281,0.00001031,0.00001540
1180,2014.27482031,0.00001030,0.00001538
1181,2015.72295313,0.00001029,0.00001537
1182,2016.86240625,0.00001028,0.00001536
1183,2018.57618750,0.00001028,0.00001534
1184,2020.21408594,0.00001027,0.00001533
1185,2021.55699219,0.00001026,0.00001532
1186,2023.25544531,0.00001025,0.00001530
1187,2025.06362500,0.00001024,0.00001529
1188,2026.37831250,0.00001023,0.00001528
1189,2028.07991406,0.00001022,0.00001526
1190,2029.69083594,0.00001022,0.00001525
1191,2031.08517969,0.00001021,0.00001524
1192,2032.75339844,0.00001020,0.00001523
1193,2034.17203125,0.00001019,0.00001521
1194,2035.64460156,0.00001018,0.00001520
1195,2037.07694531,0.00001017,0.00001519
1196,2038.17552344,0.00001017,0.00001518
1197,2039.53992969,0.00001016,0.00001517
1198,2041.01611719,0.00001015,0.00001515
1199,2042.14787500,0.00001014,0.00001514
1200,2043.61298438,0.00001013,0.00001513
1201,2045.03541406,0.00001012,0.00001512
1202,2046.06153906,0.00001012,0.00001511
1203,2047.44249219,0.00001011,0.00001509
1204,2048.50114063,0.00001010,0.00001508
1205,2049.89653906,0.00001009,0.00001507
1206,2051.36961719,0.00001008,0.00001506
1207,2052.89557031,0.00001008,0.00001505
1208,2054.43686719,0.00001007,0.00001504
1209,2055.97908594,0.00001006,0.00001502
1210,2057.42354688,0.00001005,0.00001501
1211,2059.12029688,0.00001004,0.00001500
1212,2060.74941406,0.00001003,0.00001499
1213,2062.05821875,0.00001003,0.00001498
1214,2063.54905469,0.00001002,0.00001496
1215,2064.91429688,0.00001001,0.00001495
1216,2066.73629688,0.00001000,0.00001494
1217,2068.44144531,0.00000999,0.00001493
1218,2069.76253125,0.00000999,0.00001492
1219,2071.60059375,0.00000998,0.00001490
1220,2073.14128125,0.00000997,0.00001489
1221,2074.49328906,0.00000996,0.00001488
1222,2076.10722656,0.00000995,0.00001487
1223,2077.80150000,0.00000995,0.00001485
1224,2079.14025000,0.00000994,0.00001484
1225,2080.85101563,0.00000993,0.00001483
1226,2082.49525781,0.00000992,0.00001482
1227,2083.78043750,0.00000991,0.00001481
1228,2085.41588281,0.00000991,0.00001480
1229,2087.02878906,0.00000990,0.00001479
1230,2088.66453125,0.00000989,0.00001477
1231,2090.38256250,0.00000988,0.00001476
1232,2091.65292188,0.00000987,0.00001475
1233,2093.50647656,0.00000987,0.00001474
1234,2095.41331250,0.00000986,0.00001472
1235,2096.70768750,0.00000985,0.00001471
1236,2098.59967969,0.00000984,0.00001470
1237,2100.45250000,0.00000983,0.00001469
1238,2101.64812500,0.00000983,0.00001468
1239,2103.50060938,0.00000982,0.00001467
1240,2104.71225000,0.00000981,0.00001465
1241,2106.65422656,0.00000980,0.00001464
1242,2108.61453906,0.00000980,0.00001463
1243,2109.86285938,0.00000979,0.00001462
1244,2112.01935156,0.00000978,0.00001460
1245,2113.79644531,0.00000977,0.00001459
1246,2115.04128125,0.00000976,0.00001458
1247,2116.73677344,0.00000976,0.00001457
1248,2118.50778906,0.00000975,0.00001456
1249,2119.80887500,0.00000974,0.00001455
1250,2121.54258594,0.00000973,0.00001453
1251,2123.28453125,0.00000973,0.00001452
1252,2124.54917188,0.00000972,0.00001451
1253,2126.25306250,0.00000971,0.00001450
1254,2128.04293750,0.00000970,0.00001449
1255,2129.33998438,0.00000970,0.00001447
1256,2130.98443750,0.00000969,0.00001446
1257,2132.26257813,0.00000968,0.00001445
1258,2134.01806250,0.00000967,0.00001444
1259,2135.80128906,0.00000967,0.00001443
1260,2137.28885938,0.00000966,0.00001442
1261,2138.95033594,0.00000965,0.00001440
1262,2140.65966406,0.00000964,0.00001439
1263,2142.11146875,0.00000964,0.00001438
1264,2143.82746094,0.00000963,0.00001437
1265,2145.51185938,0.00000962,0.00001436
1266,2147.12946875,0.00000961,0.00001435
1267,2148.89100000,0.00000961,0.00001433
1268,2150.24522656,0.00000960,0.00001432
1269,2152.04057031,0.00000959,0.00001431
1270,2153.77722656,0.00000958,0.00001430
1271,2155.35210156,0.00000958,0.00001429
1272,2157.20675781,0.00000957,0.00001427
1273,2159.01239063,0.00000956,0.00001426
1274,2160.38680469,0.00000955,0.00001425
1275,2162.05703906,0.00000955,0.00001424
1276,2163.74689063,0.00000954,0.00001423
1277,2165.16200781,0.00000953,0.00001422
1278,2167.24952344,0.00000952,0.00001421
1279,2168.97413281,0.00000952,0.00001420
1280,2170.31557813,0.00000951,0.00001418
1281,2172.04387500,0.00000950,0.00001417
1282,2173.39339844,0.00000949,0.00001416
1283,2175.21310938,0.00000949,0.00001415
1284,2177.16482813,0.00000948,0.00001414
1285,2178.66962500,0.00000947,0.00001413
1286,2180.42906250,0.00000947,0.00001412
1287,2182.05820313,0.00000946,0.00001411
1288,2183.40508594,0.00000945,0.00001410
1289,2185.15425000,0.00000944,0.00001408
1290,2187.10946094,0.00000944,0.00001407
1291,2188.54896875,0.00000943,0.00001406
1292,2190.10859375,0.00000942,0.00001405
1293,2191.39000781,0.00000942,0.00001404
1294,2193.00501563,0.00000941,0.00001403
1295,2194.62213281,0.00000940,0.00001402
1296,2196.35692188,0.00000939,0.00001401
1297,2198.13477344,0.00000939,0.00001400
1298,2199.86580469,0.00000938,0.00001399
1299,2201.26096875,0.00000937,0.00001397
1300,2203.02039844,0.00000937,0.00001396
1301,2204.28116406,0.00000936,0.00001396
1302,2206.31471875,0.00000935,0.00001394
1303,2207.93129688,0.00000934,0.00001393
1304,2209.32101563,0.00000934,0.00001392
1305,2211.06317188,0.00000933,0.00001391
1306,2212.76289844,0.00000932,0.00001390
1307,2214.11999219,0.00000932,0.00001389
1308,2215.95233594,0.00000931,0.00001388
1309,2217.63981250,0.00000930,0.00001387
1310,2219.40207813,0.00000929,0.00001385
1311,2221.40728125,0.00000929,0.00001384
1312,2223.35314063,0.00000928,0.00001383
1313,2225.19944531,0.00000927,0.00001382
1314,2227.19571875,0.00000927,0.00001381
1315,2229.25693750,0.00000926,0.00001380
1316,2230.87063281,0.00000925,0.00001379
1317,2232.62937500,0.00000925,0.00001378
1318,2234.16001563,0.00000924,0.00001377
1319,2235.65591406,0.00000923,0.00001376
1320,2237.36514063,0.00000923,0.00001374
1321,2238.68398438,0.00000922,0.00001373
1322,2240.43433594,0.00000921,0.00001372
1323,2242.05728125,0.00000920,0.00001371
1324,2243.35949219,0.00000920,0.00001370
1325,2245.04627344,0.00000919,0.00001369
1326,2246.64651563,0.00000918,0.00001368
1327,2248.54289844,0.00000918,0.00001367
1328,2250.17516406,0.00000917,0.00001366
1329,2252.04082813,0.00000916,0.00001365
1330,2253.24385938,0.00000916,0.00001364
1331,2254.99814844,0.00000915,0.00001363
1332,2256.28132813,0.00000914,0.00001362
1333,2258.19134375,0.00000914,0.00001361
1334,2260.01164063,0.00000913,0.00001360
1335,2261.24790625,0.00000912,0.00001359
